"city_state,credit_tier,avg_income,credit_tier_encoded"
"Spring Creek_NV,Exceptional,105154.0,4"
"Spring Valley_NV,Very Good,74511.0,3"
"Stagecoach_NV,Exceptional,70000.0,4"
"Summerlin South_NV,Exceptional,117035.0,4"
"Sunrise Manor_NV,Fair,58421.0,1"
"Sun Valley_NV,Fair,77446.0,1"
"Tonopah_NV,Poor,47031.0,0"
"Topaz Ranch Estates_NV,Good,57574.0,2"
"Verdi_NV,Exceptional,80670.0,4"
"Washoe Valley_NV,Good,122614.0,2"
"West Wendover_NV,Poor,49013.0,0"
"Whitney_NV,Very Good,67155.0,3"
"Winchester_NV,Poor,50120.0,0"
"Winnemucca_NV,Exceptional,81824.0,4"
"Yerington_NV,Exceptional,57980.0,4"
"Antrim_NH,Exceptional,72738.0,4"
"Berlin_NH,Fair,45180.0,1"
"Bristol_NH,Exceptional,73993.0,4"
"Claremont_NH,Fair,59096.0,1"
"Concord_NH,Very Good,84902.0,3"
"Contoocook_NH,Exceptional,97928.0,4"
"Conway_NH,Exceptional,59167.0,4"
"Derry_NH,Exceptional,91673.0,4"
"Dover_NH,Exceptional,94829.0,4"
"Durham_NH,Poor,112070.0,0"
"East Merrimack_NH,Exceptional,87311.0,4"
"Enfield_NH,Exceptional,99330.0,4"
"Epping_NH,Exceptional,95273.0,4"
"Exeter_NH,Exceptional,87346.0,4"
"Farmington_NH,Very Good,55029.0,3"
"Franklin_NH,Good,71648.0,2"
"Goffstown_NH,Exceptional,132997.0,4"
"Gorham_NH,Exceptional,62679.0,4"
"Hampton_NH,Exceptional,97163.0,4"
"Hampton Beach_NH,Good,82557.0,2"
"Hanover_NH,Poor,153281.0,0"
"Henniker_NH,Poor,76326.0,0"
"Hillsborough_NH,Exceptional,49205.0,4"
"Hinsdale_NH,Very Good,72292.0,3"
"Hooksett_NH,Exceptional,101053.0,4"
"Hudson_NH,Exceptional,95842.0,4"
"Jaffrey_NH,Exceptional,99667.0,4"
"Keene_NH,Good,78445.0,2"
"Laconia_NH,Exceptional,73218.0,4"
"Lancaster_NH,Exceptional,66765.0,4"
"Lebanon_NH,Exceptional,98147.0,4"
"Littleton_NH,Exceptional,53082.0,4"
"Londonderry_NH,Exceptional,119571.0,4"
"Manchester_NH,Very Good,81007.0,3"
"Meredith_NH,Good,59375.0,2"
"Milford_NH,Exceptional,78684.0,4"
"Nashua_NH,Very Good,96326.0,3"
"Newmarket_NH,Exceptional,87196.0,4"
"Newport_NH,Good,78174.0,2"
"North Conway_NH,Exceptional,71198.0,4"
"Peterborough_NH,Exceptional,85833.0,4"
"Pinardville_NH,Poor,79340.0,0"
"Pittsfield_NH,Exceptional,60144.0,4"
"Plymouth_NH,Poor,89500.0,0"
"Portsmouth_NH,Exceptional,106219.0,4"
"Raymond_NH,Exceptional,73066.0,4"
"Rochester_NH,Very Good,80836.0,3"
"Somersworth_NH,Exceptional,74504.0,4"
"South Hooksett_NH,Exceptional,130000.0,4"
"Suncook_NH,Exceptional,79836.0,4"
"Tilton Northfield_NH,Good,66705.0,2"
"West Swanzey_NH,Fair,47090.0,1"
"Whitefield_NH,Fair,61429.0,1"
"Wilton_NH,Exceptional,84342.0,4"
"Winchester_NH,Good,81250.0,2"
"Wolfeboro_NH,Exceptional,51839.0,4"
"Woodsville_NH,Good,57946.0,2"
"Absecon_NJ,Exceptional,73676.0,4"
"Absecon Highlands_NJ,Fair,84554.0,1"
"Allendale_NJ,Exceptional,160162.0,4"
"Allentown_NJ,Exceptional,120714.0,4"
"Alloway_NJ,Exceptional,140962.0,4"
"Alpha_NJ,Exceptional,90333.0,4"
"Alpine_NJ,Exceptional,246944.0,4"
"Ampere North_NJ,Very Good,66714.0,3"
"Annandale_NJ,Good,168043.0,2"
"Asbury Park_NJ,Poor,75544.0,0"
"Ashland_NJ,Exceptional,118500.0,4"
"Atco_NJ,Exceptional,105847.0,4"
"Atlantic City_NJ,Poor,41028.0,0"
"Atlantic Highlands_NJ,Exceptional,126080.0,4"
"Audubon_NJ,Exceptional,115789.0,4"
"Avalon_NJ,Exceptional,139167.0,4"
"Avenel_NJ,Fair,101670.0,1"
"Avon-by-the-Sea_NJ,Exceptional,122635.0,4"
"Barclay_NJ,Exceptional,163365.0,4"
"Bargaintown_NJ,Very Good,131973.0,3"
"Barnegat_NJ,Exceptional,108664.0,4"
"Barrington_NJ,Good,87290.0,2"
"Basking Ridge_NJ,Exceptional,188295.0,4"
"Bay Head_NJ,Poor,181667.0,0"
"Bayonne_NJ,Very Good,83887.0,3"
"Beach Haven West_NJ,Exceptional,119394.0,4"
"Beachwood_NJ,Exceptional,106858.0,4"
"Beattystown_NJ,Exceptional,87500.0,4"
"Beckett_NJ,Exceptional,115363.0,4"
"Bedminster_NJ,Very Good,128594.0,3"
"Belford_NJ,Exceptional,113359.0,4"
"Belle Mead_NJ,Exceptional,223250.0,4"
"Bellmawr_NJ,Exceptional,76654.0,4"
"Belmar_NJ,Fair,93573.0,1"
"Belvidere_NJ,Exceptional,95714.0,4"
"Bergenfield_NJ,Exceptional,130045.0,4"
"Berlin_NJ,Exceptional,102855.0,4"
"Bernardsville_NJ,Exceptional,236115.0,4"
"Beverly_NJ,Fair,89458.0,1"
"Blackwells Mills_NJ,Exceptional,250001.0,4"
"Blackwood_NJ,Exceptional,90061.0,4"
"Bloomingdale_NJ,Exceptional,127500.0,4"
"Bogota_NJ,Exceptional,103299.0,4"
"Boonton_NJ,Exceptional,114302.0,4"
"Bordentown_NJ,Good,103375.0,2"
"Bound Brook_NJ,Good,90571.0,2"
"Bradley Beach_NJ,Fair,97005.0,1"
"Bradley Gardens_NJ,Exceptional,177849.0,4"
"Brass Castle_NJ,Exceptional,152256.0,4"
"Bridgeton_NJ,Poor,55781.0,0"
"Bridgewater Center_NJ,Exceptional,205595.0,4"
"Brielle_NJ,Exceptional,172250.0,4"
"Brigantine_NJ,Exceptional,97250.0,4"
"Brookdale_NJ,Exceptional,161779.0,4"
"Brooklawn_NJ,Exceptional,59063.0,4"
"Brookside_NJ,Exceptional,250001.0,4"
"Browns Mills_NJ,Good,75867.0,2"
"Brownville_NJ,Exceptional,89769.0,4"
"Budd Lake_NJ,Exceptional,114154.0,4"
"Buena_NJ,Good,79697.0,2"
"Burlington_NJ,Good,84813.0,2"
"Butler_NJ,Good,111557.0,2"
"Byram Center_NJ,Exceptional,132857.0,4"
"Caldwell_NJ,Very Good,96824.0,3"
"Camden_NJ,Poor,40546.0,0"
"Cape May_NJ,Very Good,62576.0,3"
"Cape May Court House_NJ,Exceptional,74464.0,4"
"Carlstadt_NJ,Exceptional,115444.0,4"
"Carneys Point_NJ,Good,77273.0,2"
"Carteret_NJ,Exceptional,96862.0,4"
"Cedar Glen Lakes_NJ,Very Good,31558.0,3"
"Cedar Glen West_NJ,Exceptional,65682.0,4"
"Cedar Knolls_NJ,Exceptional,170400.0,4"
"Centre Grove_NJ,Fair,74813.0,1"
"Chatham_NJ,Exceptional,241500.0,4"
"Cherry Hill Mall_NJ,Exceptional,103708.0,4"
"Chesilhurst_NJ,Very Good,91683.0,3"
"Chester_NJ,Exceptional,171500.0,4"
"Clayton_NJ,Very Good,90274.0,3"
"Clearbrook_NJ,Exceptional,37411.0,4"
"Clementon_NJ,Good,62979.0,2"
"Cliffside Park_NJ,Exceptional,93452.0,4"
"Cliffwood Beach_NJ,Exceptional,116500.0,4"
"Clifton_NJ,Exceptional,98237.0,4"
"Clinton_NJ,Exceptional,141146.0,4"
"Closter_NJ,Exceptional,190469.0,4"
"Collings Lakes_NJ,Good,113061.0,2"
"Collingswood_NJ,Exceptional,90184.0,4"
"Cologne_NJ,Exceptional,128036.0,4"
"Colonia_NJ,Exceptional,122713.0,4"
"Concordia_NJ,Exceptional,62206.0,4"
"Country Lake Estates_NJ,Fair,127643.0,1"
"Cranbury_NJ,Exceptional,224200.0,4"
"Cranford_NJ,Very Good,79508.0,3"
"Cresskill_NJ,Exceptional,170376.0,4"
"Crestwood Village_NJ,Very Good,38091.0,3"
"Dayton_NJ,Exceptional,151902.0,4"
"Deans_NJ,Exceptional,248875.0,4"
"Demarest_NJ,Exceptional,208036.0,4"
"Dover_NJ,Good,73737.0,2"
"Dover Beaches North_NJ,Exceptional,51364.0,4"
"Dover Beaches South_NJ,Exceptional,144844.0,4"
"Dumont_NJ,Exceptional,126071.0,4"
"Dunellen_NJ,Exceptional,86967.0,4"
"East Franklin_NJ,Exceptional,115458.0,4"
"East Freehold_NJ,Exceptional,189219.0,4"
"East Newark_NJ,Poor,48646.0,0"
"East Orange_NJ,Fair,60830.0,1"
"East Rutherford_NJ,Very Good,97993.0,3"
"Eatontown_NJ,Exceptional,90463.0,4"
"Echelon_NJ,Fair,82932.0,1"
"Edgewater_NJ,Exceptional,124050.0,4"
"Egg Harbor City_NJ,Very Good,71711.0,3"
"Elizabeth_NJ,Fair,66555.0,1"
"Ellisburg_NJ,Very Good,90417.0,3"
"Elmer_NJ,Good,95357.0,2"
"Elmwood Park_NJ,Exceptional,101740.0,4"
"Emerson_NJ,Exceptional,155536.0,4"
"Englewood_NJ,Exceptional,102571.0,4"
"Englewood Cliffs_NJ,Exceptional,230611.0,4"
"English Creek_NJ,Exceptional,63986.0,4"
"Englishtown_NJ,Exceptional,91111.0,4"
"Erma_NJ,Exceptional,96885.0,4"
"Essex Fells_NJ,Exceptional,250001.0,4"
"Estell Manor_NJ,Very Good,97318.0,3"
"Fair Haven_NJ,Exceptional,250001.0,4"
"Fair Lawn_NJ,Exceptional,144574.0,4"
"Fairview_NJ,Poor,63606.0,0"
"Fairview_NJ,Poor,165135.0,0"
"Fairview_NJ,Exceptional,63606.0,4"
"Fairview_NJ,Exceptional,165135.0,4"
"Fanwood_NJ,Exceptional,195529.0,4"
"Farmingdale_NJ,Exceptional,89327.0,4"
"Finderne_NJ,Good,118064.0,2"
"Flanders_NJ,Exceptional,147367.0,4"
"Flemington_NJ,Poor,69978.0,0"
"Florence_NJ,Good,85219.0,2"
"Florham Park_NJ,Exceptional,158696.0,4"
"Folsom_NJ,Exceptional,110227.0,4"
"Fords_NJ,Exceptional,115861.0,4"
"Forked River_NJ,Exceptional,91493.0,4"
"Forsgate_NJ,Exceptional,239097.0,4"
"Fort Dix_NJ,Poor,92303.0,0"
"Fort Lee_NJ,Exceptional,107274.0,4"
"Franklin_NJ,Exceptional,92744.0,4"
"Franklin Center_NJ,Exceptional,157212.0,4"
"Franklin Lakes_NJ,Exceptional,235795.0,4"
"Franklin Park_NJ,Exceptional,114946.0,4"
"Franklinville_NJ,Exceptional,122179.0,4"
"Freehold_NJ,Fair,85707.0,1"
"Frenchtown_NJ,Exceptional,97917.0,4"
"Garfield_NJ,Very Good,79700.0,3"
"Garwood_NJ,Very Good,110670.0,3"
"Gibbsboro_NJ,Exceptional,100313.0,4"
"Gibbstown_NJ,Good,91250.0,2"
"Gillette_NJ,Exceptional,109050.0,4"
"Glassboro_NJ,Poor,87278.0,0"
"Glendora_NJ,Good,98053.0,2"
"Glen Gardner_NJ,Exceptional,101974.0,4"
"Glen Ridge_NJ,Exceptional,250001.0,4"
"Glen Rock_NJ,Exceptional,215096.0,4"
"Gloucester City_NJ,Very Good,64938.0,3"
"Golden Triangle_NJ,Exceptional,103558.0,4"
"Gouldtown_NJ,Poor,55789.0,0"
"Great Notch_NJ,Exceptional,162101.0,4"
"Green Knoll_NJ,Exceptional,165227.0,4"
"Greentree_NJ,Exceptional,145823.0,4"
"Greenwich_NJ,Exceptional,125000.0,4"
"Greenwich_NJ,Exceptional,164167.0,4"
"Groveville_NJ,Exceptional,112188.0,4"
"Guttenberg_NJ,Good,75683.0,2"
"Hackensack_NJ,Very Good,84277.0,3"
"Hackettstown_NJ,Good,93083.0,2"
"Haddonfield_NJ,Exceptional,200400.0,4"
"Haddon Heights_NJ,Exceptional,133125.0,4"
"Haledon_NJ,Very Good,95870.0,3"
"Hamburg_NJ,Exceptional,86975.0,4"
"Hamilton Square_NJ,Exceptional,138162.0,4"
"Hammonton_NJ,Exceptional,78087.0,4"
"Hampton_NJ,Exceptional,67222.0,4"
"Harrington Park_NJ,Exceptional,180500.0,4"
"Harrison_NJ,Exceptional,93013.0,4"
"Hasbrouck Heights_NJ,Exceptional,123734.0,4"
"Haworth_NJ,Exceptional,236765.0,4"
"Hawthorne_NJ,Exceptional,110237.0,4"
"Heathcote_NJ,Exceptional,141295.0,4"
"Helmetta_NJ,Exceptional,98952.0,4"
"Hewitt_NJ,Exceptional,189188.0,4"
"High Bridge_NJ,Exceptional,112467.0,4"
"Highland Lakes_NJ,Exceptional,109000.0,4"
"Highland Park_NJ,Exceptional,104694.0,4"
"Highlands_NJ,Good,91913.0,2"
"Hightstown_NJ,Fair,108987.0,1"
"Hillsborough_NJ,Exceptional,144112.0,4"
"Hillsdale_NJ,Exceptional,186688.0,4"
"Hoboken_NJ,Very Good,180579.0,3"
"Ho-Ho-Kus_NJ,Exceptional,250001.0,4"
"Holiday City-Berkeley_NJ,Exceptional,50156.0,4"
"Holiday City South_NJ,Exceptional,51660.0,4"
"Holiday Heights_NJ,Exceptional,58297.0,4"
"Hopatcong_NJ,Exceptional,115758.0,4"
"Hopelawn_NJ,Good,113242.0,2"
"Hopewell_NJ,Exceptional,145114.0,4"
"Iselin_NJ,Exceptional,109500.0,4"
"Island Heights_NJ,Exceptional,109231.0,4"
"Jamesburg_NJ,Fair,110972.0,1"
"Jersey City_NJ,Exceptional,97710.0,4"
"Keansburg_NJ,Fair,81428.0,1"
"Kearny_NJ,Very Good,79154.0,3"
"Kendall Park_NJ,Exceptional,165958.0,4"
"Kenilworth_NJ,Exceptional,118611.0,4"
"Kenvil_NJ,Exceptional,85288.0,4"
"Keyport_NJ,Good,82321.0,2"
"Kingston_NJ,Exceptional,110813.0,4"
"Kingston Estates_NJ,Exceptional,108024.0,4"
"Kinnelon_NJ,Exceptional,187438.0,4"
"Lake Como_NJ,Good,82045.0,2"
"Lake Hiawatha_NJ,Exceptional,104663.0,4"
"Lake Hopatcong_NJ,Exceptional,117625.0,4"
"Lakehurst_NJ,Good,84531.0,2"
"Lake Mohawk_NJ,Exceptional,149135.0,4"
"Lakewood_NJ,Very Good,56968.0,3"
"Lambertville_NJ,Exceptional,109733.0,4"
"Landing_NJ,Exceptional,128068.0,4"
"Laurel Lake_NJ,Good,55574.0,2"
"Laurel Springs_NJ,Good,118750.0,2"
"Laurence Harbor_NJ,Good,84291.0,2"
"Lavallette_NJ,Exceptional,133056.0,4"
"Lawnside_NJ,Fair,71607.0,1"
"Lawrenceville_NJ,Very Good,122614.0,3"
"Lebanon_NJ,Exceptional,110104.0,4"
"Ledgewood_NJ,Exceptional,135912.0,4"
"Leisure Knoll_NJ,Exceptional,64718.0,4"
"Leisuretowne_NJ,Exceptional,55357.0,4"
"Leisure Village_NJ,Poor,44542.0,0"
"Leisure Village East_NJ,Exceptional,49198.0,4"
"Leisure Village West_NJ,Exceptional,52500.0,4"
"Leonardo_NJ,Exceptional,138125.0,4"
"Leonia_NJ,Exceptional,129665.0,4"
"Liberty Corner_NJ,Exceptional,241480.0,4"
"Lincoln Park_NJ,Exceptional,123397.0,4"
"Lincroft_NJ,Exceptional,189000.0,4"
"Linden_NJ,Exceptional,92915.0,4"
"Lindenwold_NJ,Poor,55954.0,0"
"Linwood_NJ,Exceptional,156354.0,4"
"Little Ferry_NJ,Very Good,85750.0,3"
"Little Silver_NJ,Exceptional,240853.0,4"
"Lodi_NJ,Very Good,89305.0,3"
"Long Branch_NJ,Fair,79653.0,1"
"Long Valley_NJ,Exceptional,133229.0,4"
"Lyons_NJ,Exceptional,250001.0,4"
"McGuire AFB_NJ,Good,74071.0,2"
"McKee City_NJ,Very Good,68133.0,3"
"Macopin_NJ,Exceptional,139864.0,4"
"Madison_NJ,Exceptional,171471.0,4"
"Madison Park_NJ,Very Good,79509.0,3"
"Magnolia_NJ,Exceptional,100511.0,4"
"Malaga_NJ,Exceptional,107553.0,4"
"Manahawkin_NJ,Exceptional,77031.0,4"
"Manasquan_NJ,Exceptional,142944.0,4"
"Manville_NJ,Very Good,93333.0,3"
"Margate City_NJ,Exceptional,121800.0,4"
"Marlton_NJ,Exceptional,94464.0,4"
"Marmora_NJ,Exceptional,105536.0,4"
"Martinsville_NJ,Exceptional,205000.0,4"
"Matawan_NJ,Exceptional,123354.0,4"
"Mays Landing_NJ,Exceptional,83056.0,4"
"Maywood_NJ,Very Good,117912.0,3"
"Medford Lakes_NJ,Exceptional,141188.0,4"
"Mendham_NJ,Exceptional,211944.0,4"
"Menlo Park Terrace_NJ,Exceptional,110278.0,4"
"Mercerville_NJ,Exceptional,128277.0,4"
"Merchantville_NJ,Good,90706.0,2"
"Metuchen_NJ,Exceptional,158052.0,4"
"Mickleton_NJ,Exceptional,113463.0,4"
"Middlebush_NJ,Exceptional,156938.0,4"
"Middlesex_NJ,Exceptional,105000.0,4"
"Midland Park_NJ,Exceptional,146841.0,4"
"Millington_NJ,Exceptional,194306.0,4"
"Milltown_NJ,Exceptional,140960.0,4"
"Millville_NJ,Fair,70275.0,1"
"Monmouth Beach_NJ,Exceptional,150188.0,4"
"Monmouth Junction_NJ,Exceptional,133585.0,4"
"Monroe Manor_NJ,Exceptional,176600.0,4"
"Montvale_NJ,Exceptional,178269.0,4"
"Moonachie_NJ,Exceptional,90260.0,4"
"Moorestown-Lenola_NJ,Exceptional,138398.0,4"
"Morganville_NJ,Exceptional,161500.0,4"
"Morris Plains_NJ,Exceptional,154923.0,4"
"Morristown_NJ,Fair,121340.0,1"
"Mountain Lakes_NJ,Exceptional,250001.0,4"
"Mountainside_NJ,Exceptional,211538.0,4"
"Mount Arlington_NJ,Exceptional,92264.0,4"
"Mount Ephraim_NJ,Exceptional,79804.0,4"
"Mount Hope_NJ,Exceptional,86607.0,4"
"Mullica Hill_NJ,Exceptional,131250.0,4"
"Mystic Island_NJ,Exceptional,78714.0,4"
"National Park_NJ,Very Good,82838.0,3"
"Navesink_NJ,Exceptional,151557.0,4"
"Neptune City_NJ,Good,88864.0,2"
"Neshanic Station_NJ,Exceptional,221395.0,4"
"Netcong_NJ,Very Good,83958.0,3"
"Newark_NJ,Poor,52060.0,0"
"New Brunswick_NJ,Poor,65810.0,0"
"New Egypt_NJ,Exceptional,74063.0,4"
"Newfield_NJ,Exceptional,104107.0,4"
"New Milford_NJ,Exceptional,114889.0,4"
"New Providence_NJ,Exceptional,161599.0,4"
"Newton_NJ,Fair,76221.0,1"
"North Arlington_NJ,Very Good,94201.0,3"
"North Beach Haven_NJ,Exceptional,111332.0,4"
"North Caldwell_NJ,Exceptional,208245.0,4"
"North Cape May_NJ,Exceptional,86962.0,4"
"Northfield_NJ,Exceptional,111599.0,4"
"North Haledon_NJ,Exceptional,125313.0,4"
"North Middletown_NJ,Exceptional,116210.0,4"
"North Plainfield_NJ,Good,87349.0,2"
"Northvale_NJ,Exceptional,127625.0,4"
"North Wildwood_NJ,Exceptional,90833.0,4"
"Norwood_NJ,Exceptional,178311.0,4"
"Oakhurst_NJ,Exceptional,145893.0,4"
"Oakland_NJ,Exceptional,162019.0,4"
"Oaklyn_NJ,Exceptional,84394.0,4"
"Oak Ridge_NJ,Exceptional,121875.0,4"
"Oak Valley_NJ,Good,93472.0,2"
"Ocean Acres_NJ,Exceptional,121924.0,4"
"Ocean City_NJ,Exceptional,101782.0,4"
"Ocean Gate_NJ,Good,69397.0,2"
"Ocean Grove_NJ,Very Good,89286.0,3"
"Oceanport_NJ,Exceptional,126094.0,4"
"Ogdensburg_NJ,Exceptional,105551.0,4"
"Old Bridge_NJ,Exceptional,111996.0,4"
"Old Tappan_NJ,Exceptional,205385.0,4"
"Olivet_NJ,Exceptional,128849.0,4"
"Oradell_NJ,Exceptional,221322.0,4"
"Packanack Lake_NJ,Exceptional,213103.0,4"
"Palermo_NJ,Exceptional,101005.0,4"
"Palisades Park_NJ,Exceptional,94743.0,4"
"Palmyra_NJ,Exceptional,89574.0,4"
"Panther Valley_NJ,Good,131169.0,2"
"Paramus_NJ,Exceptional,144349.0,4"
"Park Ridge_NJ,Exceptional,171029.0,4"
"Parsippany_NJ,Exceptional,99405.0,4"
"Passaic_NJ,Fair,55371.0,1"
"Paterson_NJ,Fair,55997.0,1"
"Paulsboro_NJ,Poor,64239.0,0"
"Peapack and Gladstone_NJ,Exceptional,202578.0,4"
"Pemberton_NJ,Good,90899.0,2"
"Pemberton Heights_NJ,Poor,75512.0,0"
"Pennington_NJ,Exceptional,192586.0,4"
"Penns Grove_NJ,Fair,45781.0,1"
"Pennsville_NJ,Good,76032.0,2"
"Perth Amboy_NJ,Good,61977.0,2"
"Phillipsburg_NJ,Good,68324.0,2"
"Pine Beach_NJ,Very Good,142920.0,3"
"Pine Brook_NJ,Exceptional,126488.0,4"
"Pine Hill_NJ,Good,72588.0,2"
"Pine Lake Park_NJ,Exceptional,91813.0,4"
"Pine Ridge at Crestwood_NJ,Very Good,62235.0,3"
"Pines Lake_NJ,Exceptional,172348.0,4"
"Pitman_NJ,Exceptional,98489.0,4"
"Plainfield_NJ,Poor,85908.0,0"
"Plainsboro Center_NJ,Exceptional,119317.0,4"
"Pleasantdale_NJ,Exceptional,144281.0,4"
"Pleasantville_NJ,Fair,53661.0,1"
"Point Pleasant_NJ,Exceptional,115625.0,4"
"Point Pleasant Beach_NJ,Exceptional,141716.0,4"
"Pomona_NJ,Very Good,99118.0,3"
"Pompton Lakes_NJ,Exceptional,124454.0,4"
"Pompton Plains_NJ,Exceptional,117959.0,4"
"Port Monmouth_NJ,Exceptional,104135.0,4"
"Port Reading_NJ,Exceptional,134479.0,4"
"Preakness_NJ,Exceptional,133205.0,4"
"Presidential Lakes Estates_NJ,Fair,114348.0,1"
"Princeton_NJ,Exceptional,192079.0,4"
"Princeton Junction_NJ,Exceptional,224732.0,4"
"Princeton Meadows_NJ,Very Good,131213.0,3"
"Prospect Park_NJ,Exceptional,53125.0,4"
"Rahway_NJ,Exceptional,91461.0,4"
"Ramblewood_NJ,Exceptional,111170.0,4"
"Ramsey_NJ,Exceptional,160996.0,4"
"Ramtown_NJ,Exceptional,145663.0,4"
"Raritan_NJ,Good,107672.0,2"
"Red Bank_NJ,Good,97477.0,2"
"Regency at Monroe_NJ,Exceptional,91386.0,4"
"Richwood_NJ,Exceptional,216196.0,4"
"Ridgefield_NJ,Exceptional,118059.0,4"
"Ridgefield Park_NJ,Exceptional,100718.0,4"
"Ridgewood_NJ,Exceptional,208211.0,4"
"Ringwood_NJ,Exceptional,152414.0,4"
"Rio Grande_NJ,Exceptional,76250.0,4"
"Riverdale_NJ,Exceptional,102950.0,4"
"River Edge_NJ,Exceptional,159028.0,4"
"Riverton_NJ,Very Good,121198.0,3"
"Robbinsville Center_NJ,Exceptional,134388.0,4"
"Robertsville_NJ,Exceptional,210661.0,4"
"Rockaway_NJ,Exceptional,107053.0,4"
"Roebling_NJ,Exceptional,88750.0,4"
"Roseland_NJ,Exceptional,164458.0,4"
"Roselle_NJ,Very Good,92762.0,3"
"Roselle Park_NJ,Very Good,109679.0,3"
"Rossmoor_NJ,Fair,64074.0,1"
"Rumson_NJ,Exceptional,250001.0,4"
"Runnemede_NJ,Good,91302.0,2"
"Rutherford_NJ,Exceptional,143153.0,4"
"Saddle River_NJ,Exceptional,212143.0,4"
"Salem_NJ,Poor,38721.0,0"
"Sayreville_NJ,Exceptional,99979.0,4"
"Sea Bright_NJ,Fair,143241.0,1"
"Seabrook Farms_NJ,Exceptional,46541.0,4"
"Sea Girt_NJ,Exceptional,213750.0,4"
"Sea Isle City_NJ,Exceptional,108359.0,4"
"Seaside Heights_NJ,Good,47589.0,2"
"Seaside Park_NJ,Very Good,84375.0,3"
"Seaville_NJ,Exceptional,139444.0,4"
"Secaucus_NJ,Exceptional,139821.0,4"
"Sewaren_NJ,Exceptional,108948.0,4"
"Sewell_NJ,Exceptional,140600.0,4"
"Shark River Hills_NJ,Exceptional,139524.0,4"
"Ship Bottom_NJ,Exceptional,108750.0,4"
"Short Hills_NJ,Exceptional,250001.0,4"
"Shrewsbury_NJ,Exceptional,178958.0,4"
"Sicklerville_NJ,Very Good,105602.0,3"
"Silver Lake_NJ,Exceptional,111139.0,4"
"Silver Lake_NJ,Exceptional,82469.0,4"
"Silver Lake_NJ,Exceptional,107083.0,4"
"Silver Lake_NJ,Exceptional,111139.0,4"
"Silver Lake_NJ,Exceptional,82469.0,4"
"Silver Lake_NJ,Exceptional,107083.0,4"
"Silver Ridge_NJ,Exceptional,32293.0,4"
"Singac_NJ,Very Good,104519.0,3"
"Six Mile Run_NJ,Exceptional,140379.0,4"
"Smithville_NJ,Exceptional,77579.0,4"
"Somerdale_NJ,Very Good,85625.0,3"
"Somerset_NJ,Exceptional,121028.0,4"
"Somers Point_NJ,Exceptional,71062.0,4"
"Somerville_NJ,Exceptional,103760.0,4"
"South Amboy_NJ,Very Good,91997.0,3"
"South Bound Brook_NJ,Exceptional,112961.0,4"
"South Dennis_NJ,Exceptional,101500.0,4"
"South Plainfield_NJ,Exceptional,130239.0,4"
"South River_NJ,Exceptional,96147.0,4"
"South Toms River_NJ,Very Good,103503.0,3"
"Spotswood_NJ,Exceptional,105060.0,4"
"Springdale_NJ,Exceptional,164796.0,4"
"Springfield_NJ,Exceptional,250001.0,4"
"Spring Lake_NJ,Exceptional,215625.0,4"
"Spring Lake Heights_NJ,Exceptional,106758.0,4"
"Stanhope_NJ,Exceptional,139205.0,4"
"Stirling_NJ,Exceptional,180875.0,4"
"Stonebridge_NJ,Exceptional,127578.0,4"
"Stratford_NJ,Exceptional,98427.0,4"
"Strathmore_NJ,Exceptional,151855.0,4"
"Succasunna_NJ,Exceptional,161712.0,4"
"Summit_NJ,Exceptional,190304.0,4"
"Surf City_NJ,Exceptional,118750.0,4"
"Sussex_NJ,Exceptional,75500.0,4"
"Swedesboro_NJ,Very Good,88542.0,3"
"Tenafly_NJ,Exceptional,208200.0,4"
"Ten Mile Run_NJ,Exceptional,162868.0,4"
"The Hills_NJ,Exceptional,154564.0,4"
"The Ponds_NJ,Exceptional,73249.0,4"
"Thorofare_NJ,Exceptional,88438.0,4"
"Tinton Falls_NJ,Exceptional,117308.0,4"
"Toms River_NJ,Exceptional,100137.0,4"
"Totowa_NJ,Exceptional,113563.0,4"
"Towaco_NJ,Exceptional,205636.0,4"
"Trenton_NJ,Poor,52537.0,0"
"Troy Hills_NJ,Exceptional,183707.0,4"
"Tuckerton_NJ,Good,88892.0,2"
"Turnersville_NJ,Exceptional,145104.0,4"
"Twin Rivers_NJ,Exceptional,100833.0,4"
"Union_NJ,Exceptional,182730.0,4"
"Union Beach_NJ,Very Good,119250.0,3"
"Union City_NJ,Fair,64310.0,1"
"Upper Greenwood Lake_NJ,Exceptional,111466.0,4"
"Upper Montclair_NJ,Exceptional,250001.0,4"
"Upper Pohatcong_NJ,Exceptional,103444.0,4"
"Upper Saddle River_NJ,Exceptional,250001.0,4"
"Vauxhall_NJ,Very Good,111421.0,3"
"Ventnor City_NJ,Very Good,68671.0,3"
"Vernon Center_NJ,Exceptional,74338.0,4"
"Vernon Valley_NJ,Very Good,121250.0,3"
"Victory Gardens_NJ,Very Good,62550.0,3"
"Victory Lakes_NJ,Exceptional,89907.0,4"
"Villas_NJ,Good,80974.0,2"
"Vineland_NJ,Good,67860.0,2"
"Vista Center_NJ,Exceptional,135828.0,4"
"Voorhees_NJ,Fair,89200.0,1"
"Waldwick_NJ,Exceptional,177962.0,4"
"Wallington_NJ,Exceptional,85862.0,4"
"Wanamassa_NJ,Exceptional,140972.0,4"
"Wanaque_NJ,Exceptional,113175.0,4"
"Waretown_NJ,Exceptional,121538.0,4"
"Washington_NJ,Very Good,81336.0,3"
